"cond_id","N","degree","error.dist","data.normal","param","true_value","bias","rel_bias_pct","empirical_sd","mean_se","se_sd_ratio","rmse","coverage_95","convergence_rate","n_converged"
30,500,"complex","normal",TRUE,"Y~X:Z:Z",0.2,0.00398411407636756,1.99205703818378,0.0296344233542099,0.0279011814032567,0.941512546735383,0.0298716557026051,0.912,1,500
31,1000,"complex","normal",TRUE,"Y~X:Z:Z",0.2,0.00394750797337171,1.97375398668585,0.0232148457711045,0.0206787556031925,0.890755674497364,0.0235251785380611,0.914,1,500
32,2000,"complex","normal",TRUE,"Y~X:Z:Z",0.2,0.00119530182609509,0.597650913047545,0.0157107925146033,0.0147958725476092,0.941764874932715,0.0157405238124246,0.922,1,500
45,200,"complex","general",FALSE,"Y~X:Z:Z",0.2,0.0333829311706377,16.6914655853189,0.0967995710170785,0.0634815010878263,0.655803537358922,0.10230267214856,0.816,1,500
46,500,"complex","general",FALSE,"Y~X:Z:Z",0.2,0.0146767368777826,7.3383684388913,0.0479214508330251,0.0339047458783199,0.707506665364864,0.0500727383355636,0.824,1,500
47,1000,"complex","general",FALSE,"Y~X:Z:Z",0.2,0.00616061920257813,3.08030960128906,0.0349701487018598,0.0256840988466068,0.73445781044794,0.0354741977582144,0.822,1,500
48,2000,"complex","general",FALSE,"Y~X:Z:Z",0.2,0.00241055852604286,1.20527926302143,0.0225662135322419,0.0195325374622316,0.865565569266821,0.0226721484999514,0.878,1,500
61,200,"complex","normal",FALSE,"Y~X:Z:Z",0.2,0.0304582581221095,15.2291290610548,0.0799390071477648,0.0575418165997618,0.719821507082238,0.0854702864267805,0.848,1,500
62,500,"complex","normal",FALSE,"Y~X:Z:Z",0.2,0.0119544044751211,5.97720223756056,0.0502301925510316,0.0347736395907295,0.692285611993247,0.0515842406707812,0.798,1,500
63,1000,"complex","normal",FALSE,"Y~X:Z:Z",0.2,0.00821040457445521,4.10520228722761,0.0332406400687921,0.0250835988856054,0.754606374416813,0.0342073239987412,0.824,1,500
64,2000,"complex","normal",FALSE,"Y~X:Z:Z",0.2,0.00602361558043532,3.01180779021766,0.0238059256932315,0.0195261364902401,0.820221685216459,0.0245330919082022,0.854,1,500
1,200,"degree2","general",TRUE,"Y~Z",0.4,0.0033658494502049,0.841462362551226,0.0502739682541033,0.0435042907947957,0.865344278671397,0.0503363276646996,0.914,1,500
2,500,"degree2","general",TRUE,"Y~Z",0.4,0.000753979082105893,0.188494770526473,0.0332179307242157,0.0278325254524255,0.837876557799423,0.0331932605239655,0.902,1,500
3,1000,"degree2","general",TRUE,"Y~Z",0.4,0.00226357109087194,0.565892772717985,0.0221484855290462,0.0196177334423491,0.885737014236109,0.0222418087054839,0.928,1,500
4,2000,"degree2","general",TRUE,"Y~Z",0.4,0.000406150216057111,0.101537554014278,0.0162686389048603,0.0139022383408463,0.854542191399486,0.0162574362244207,0.896,1,500
5,200,"degree3","general",TRUE,"Y~Z",0.3,-0.00337193744833403,-1.12397914944468,0.0626327984145503,0.0569654659307671,0.909514940618291,0.0626609261383735,0.916,1,500
6,500,"degree3","general",TRUE,"Y~Z",0.3,-0.000350839240956802,-0.116946413652267,0.038559010048117,0.0377132586121081,0.978066049025805,0.0385220294059387,0.938,1,500
7,1000,"degree3","general",TRUE,"Y~Z",0.3,0.000154316727867643,0.0514389092892142,0.028927520028662,0.0271963655167807,0.940155446779881,0.0288989900486353,0.928,1,500
8,2000,"degree3","general",TRUE,"Y~Z",0.3,0.000461832235485737,0.153944078495246,0.0204279687067675,0.0196384392924285,0.961350566682758,0.0204127555878043,0.936,1,500
9,200,"degree4","general",TRUE,"Y~Z",0.3,0.00180301364901136,0.601004549670455,0.0895521663570193,0.0621200186869036,0.693674103195322,0.0894807363428314,0.828,1,500
10,500,"degree4","general",TRUE,"Y~Z",0.3,-0.000925778915242925,-0.308592971747642,0.0559587070604887,0.0404032152747729,0.722018384575952,0.0559103855172697,0.836,1,500
11,1000,"degree4","general",TRUE,"Y~Z",0.3,0.000284317316264826,0.094772438754942,0.0431275711009788,0.0293785586977352,0.681201327775875,0.0430853600498843,0.822,1,500
12,2000,"degree4","general",TRUE,"Y~Z",0.3,-0.000395819960466837,-0.131939986822279,0.0296162253856417,0.0211861003689543,0.71535450899241,0.0295892419288167,0.846,1,500
13,200,"complex","general",TRUE,"Y~Z",0.3,-0.00157247549293288,-0.524158497644293,0.0605610439791537,0.0498047794041615,0.822389710146101,0.0605208843865088,0.876,1,500
14,500,"complex","general",TRUE,"Y~Z",0.3,-0.00363289718336024,-1.21096572778675,0.0393477740322176,0.0316983580711724,0.805594696290013,0.0394759264437549,0.886,1,500
15,1000,"complex","general",TRUE,"Y~Z",0.3,-0.00104379397629084,-0.34793132543028,0.0265142562928107,0.0225157179159672,0.849192889565311,0.0265082870259901,0.9,1,500
16,2000,"complex","general",TRUE,"Y~Z",0.3,-0.00092725472026628,-0.309084906755427,0.0197011289358154,0.0160294295824376,0.813630002354695,0.0197032488107719,0.894,1,500
17,200,"degree2","normal",TRUE,"Y~Z",0.4,-0.000764601432985901,-0.191150358246475,0.051563899535225,0.0435195764819442,0.843993120656335,0.0515179840362522,0.898,1,500
18,500,"degree2","normal",TRUE,"Y~Z",0.4,0.000326931902110861,0.0817329755277152,0.0335666400420112,0.0276994853168982,0.825208757332583,0.0335346502819271,0.88,1,500
19,1000,"degree2","normal",TRUE,"Y~Z",0.4,0.00104951538138337,0.262378845345843,0.0222546209302511,0.019637444902891,0.882398534867762,0.0222571134467036,0.922,1,500
20,2000,"degree2","normal",TRUE,"Y~Z",0.4,-0.00109751194499835,-0.274377986249588,0.016091299214054,0.0138939967305249,0.863447789125065,0.0161126218550811,0.904,1,500
21,200,"degree3","normal",TRUE,"Y~Z",0.3,-0.00857965054157006,-2.85988351385669,0.0632622946402902,0.056875396133126,0.899040992055691,0.063778711892951,0.938,1,500
22,500,"degree3","normal",TRUE,"Y~Z",0.3,0.000105284832914998,0.0350949443049993,0.0388282206632417,0.0374673695043963,0.964952008214641,0.0387895158945002,0.942,1,500
23,1000,"degree3","normal",TRUE,"Y~Z",0.3,-0.00067530199282001,-0.225100664273337,0.0294407476173543,0.0269778576156272,0.916344175978898,0.0294190437949591,0.91,1,500
24,2000,"degree3","normal",TRUE,"Y~Z",0.3,-0.000487837874926789,-0.162612624975596,0.0197530815013395,0.0193786188645312,0.981042824291343,0.0197393476623007,0.944,1,500
25,200,"degree4","normal",TRUE,"Y~Z",0.3,0.00748403924032032,2.49467974677344,0.0869566140651115,0.0615581605947816,0.707918095208813,0.0871914024864841,0.84,1,500
26,500,"degree4","normal",TRUE,"Y~Z",0.3,-0.00136853211326693,-0.456177371088976,0.0559426836077186,0.0403167375438296,0.72067936222972,0.0559034664549514,0.836,1,500
27,1000,"degree4","normal",TRUE,"Y~Z",0.3,-0.000892672138888329,-0.297557379629443,0.0387017581549608,0.0293561144499118,0.758521469034319,0.0386733408909038,0.872,1,500
28,2000,"degree4","normal",TRUE,"Y~Z",0.3,-5.93111271496305e-06,-0.00197703757165435,0.0290158442160065,0.0212162588442127,0.731195642155702,0.0289868144561371,0.858,1,500
29,200,"complex","normal",TRUE,"Y~Z",0.3,0.00105642088641661,0.352140295472203,0.0604394179516525,0.0497054635547646,0.822401426739842,0.0603881894159704,0.88,1,500
30,500,"complex","normal",TRUE,"Y~Z",0.3,-0.00133982852799308,-0.446609509331027,0.0393938816615526,0.0316580462447949,0.80362850548166,0.0393772687857361,0.89,1,500
31,1000,"complex","normal",TRUE,"Y~Z",0.3,-0.00212903801017905,-0.709679336726351,0.0262682711647284,0.0225444165224089,0.858237543728433,0.0263282135492046,0.906,1,500
32,2000,"complex","normal",TRUE,"Y~Z",0.3,-0.00025162510608262,-0.0838750353608734,0.0194584792030274,0.0159839909414301,0.821440913992048,0.019440639476696,0.886,1,500
33,200,"degree2","general",FALSE,"Y~Z",0.4,-0.000993742479158732,-0.248435619789683,0.0496459269878045,0.0447415482884673,0.901212868871561,0.0496062108456223,0.916,1,500
34,500,"degree2","general",FALSE,"Y~Z",0.4,0.000553171361053595,0.138292840263399,0.0331841096400664,0.0287467037441701,0.866279193745834,0.0331555238368124,0.91,1,500
35,1000,"degree2","general",FALSE,"Y~Z",0.4,0.000418209435045391,0.104552358761348,0.0240361605830509,0.0203239227300349,0.845556121985902,0.0240157540101206,0.908,1,500
36,2000,"degree2","general",FALSE,"Y~Z",0.4,-0.000376293970493657,-0.0940734926234144,0.0166243409606953,0.0145642489926324,0.876079781271713,0.0166119707471729,0.914,1,500
37,200,"degree3","general",FALSE,"Y~Z",0.3,-0.00998142639072436,-3.32714213024145,0.0659448659093283,0.0557356569673013,0.845185689571887,0.0666307493722916,0.892,1,500
38,500,"degree3","general",FALSE,"Y~Z",0.3,-0.00468449879370214,-1.56149959790071,0.0422141294382108,0.0362974611340817,0.859841517926141,0.0424312760558266,0.9,1,500
39,1000,"degree3","general",FALSE,"Y~Z",0.3,-0.00380461377793456,-1.26820459264485,0.0314569858908203,0.026303051187252,0.836159296333847,0.0316549832318996,0.898,1,500
40,2000,"degree3","general",FALSE,"Y~Z",0.3,-0.00120265386742985,-0.400884622476616,0.022846147157811,0.0197918780804109,0.866311415386473,0.0228549540231716,0.926,1,500
41,200,"degree4","general",FALSE,"Y~Z",0.3,-0.0102051863578841,-3.40172878596136,0.0943944242629925,0.074851036247091,0.792960355778519,0.0948505801030078,0.888,1,500
42,500,"degree4","general",FALSE,"Y~Z",0.3,-0.00511339849132608,-1.70446616377536,0.0720510286339253,0.0524143734185973,0.727461833819232,0.0721603413925087,0.884,1,500
43,1000,"degree4","general",FALSE,"Y~Z",0.3,-0.00495611402719043,-1.65203800906348,0.0557924623719711,0.0387397621607406,0.694354766105513,0.0559565574893887,0.882,1,500
44,2000,"degree4","general",FALSE,"Y~Z",0.3,-0.00529668718202531,-1.76556239400844,0.0373217184921557,0.0292772219080377,0.78445535443903,0.0376587273413419,0.88,1,500
45,200,"complex","general",FALSE,"Y~Z",0.3,-0.00937064892164452,-3.12354964054817,0.0816869177350248,0.0667055464921807,0.816600115927492,0.0821414395126073,0.884,1,500
46,500,"complex","general",FALSE,"Y~Z",0.3,-0.00514517564722972,-1.71505854907657,0.0518127784622429,0.0419155559511262,0.808981050527353,0.0520160332627772,0.886,1,500
47,1000,"complex","general",FALSE,"Y~Z",0.3,-0.00213168814945236,-0.71056271648412,0.0348298499586916,0.0300198198343079,0.861899200539525,0.0348602396092625,0.904,1,500
48,2000,"complex","general",FALSE,"Y~Z",0.3,-0.00271745237177901,-0.905817457259669,0.024413525371213,0.0220460708950422,0.903026931171424,0.0245400229829079,0.934,1,500
49,200,"degree2","normal",FALSE,"Y~Z",0.4,0.00528595523436703,1.32148880859176,0.0540411255668606,0.0449511596265305,0.831795399429943,0.0542452181189076,0.898,1,500
50,500,"degree2","normal",FALSE,"Y~Z",0.4,-0.00237248057368655,-0.593120143421638,0.0335096665827008,0.0288798912623597,0.861837619037034,0.0335601046340343,0.914,1,500
51,1000,"degree2","normal",FALSE,"Y~Z",0.4,0.000930579884239335,0.232644971059834,0.0232180706817031,0.020384432981342,0.87795550546781,0.0232135009744146,0.918,1,500
52,2000,"degree2","normal",FALSE,"Y~Z",0.4,-0.000313893509341745,-0.0784733773354362,0.0171270049058096,0.0145051062806206,0.846914353116134,0.017112748393661,0.902,1,500
53,200,"degree3","normal",FALSE,"Y~Z",0.3,-0.00720439693814162,-2.40146564604721,0.0699400936839722,0.056317353779689,0.805222738679215,0.0702405638243036,0.888,1,500
54,500,"degree3","normal",FALSE,"Y~Z",0.3,-0.00493504626562552,-1.64501542187517,0.0423227981886523,0.0359013637717237,0.848274814243017,0.0425674933449013,0.898,1,500
55,1000,"degree3","normal",FALSE,"Y~Z",0.3,-0.00240052336547936,-0.800174455159786,0.0304391394535126,0.0265467797960018,0.872126488219047,0.0305032890140925,0.912,1,500
56,2000,"degree3","normal",FALSE,"Y~Z",0.3,-0.00156353623399802,-0.521178744666007,0.0219977432363709,0.0200631304329068,0.91205403287618,0.0220312857462596,0.918,1,500
57,200,"degree4","normal",FALSE,"Y~Z",0.3,-0.0113744767990374,-3.79149226634579,0.0937190595743456,0.0773850750085433,0.82571331125186,0.0943137016858981,0.906,1,500
58,500,"degree4","normal",FALSE,"Y~Z",0.3,-0.00663379185974172,-2.21126395324724,0.0667706888117988,0.0489513906870801,0.733126938753851,0.0670329428644726,0.86,1,500
59,1000,"degree4","normal",FALSE,"Y~Z",0.3,-0.00132082927421645,-0.440276424738817,0.0487118807343989,0.0370413732525234,0.760417637218549,0.0486810663400522,0.87,1,500
60,2000,"degree4","normal",FALSE,"Y~Z",0.3,-0.00361991408109347,-1.20663802703116,0.0384612706896522,0.0300625081514449,0.781630653704146,0.0385929343576136,0.892,1,500
61,200,"complex","normal",FALSE,"Y~Z",0.3,-0.0110907557603309,-3.69691858677695,0.0784809642546944,0.0657659859573163,0.83798646693338,0.0791830037961508,0.892,1,500
62,500,"complex","normal",FALSE,"Y~Z",0.3,-0.00459059111281762,-1.53019703760587,0.0493149809302359,0.0417792946827687,0.847192757549117,0.0494790555308639,0.908,1,500
63,1000,"complex","normal",FALSE,"Y~Z",0.3,-0.00300097055885817,-1.00032351961939,0.0370463153600524,0.0301112602254132,0.812800407618476,0.0371307210687872,0.906,1,500
64,2000,"complex","normal",FALSE,"Y~Z",0.3,-0.00246486390422601,-0.82162130140867,0.0256259796137477,0.0220074042552527,0.858792701272825,0.0257187286538087,0.902,1,500
13,200,"complex","general",TRUE,"Y~Z:Z",0.15,0.000570347257390608,0.380231504927072,0.0452368863874697,0.0400320747473472,0.884943194464327,0.0451952257904171,0.902,1,500
14,500,"complex","general",TRUE,"Y~Z:Z",0.15,-5.88157324611926e-05,-0.0392104883074618,0.0286983158667573,0.0255949823617726,0.891863567207459,0.0286696635175822,0.902,1,500
15,1000,"complex","general",TRUE,"Y~Z:Z",0.15,-8.96460398542298e-05,-0.0597640265694865,0.018910457440813,0.0183370676168798,0.9696786909715,0.0188917502162193,0.942,1,500
16,2000,"complex","general",TRUE,"Y~Z:Z",0.15,-0.000394463695382902,-0.262975796921935,0.0138636004566507,0.0131344459385813,0.947405111655569,0.0138553462747554,0.94,1,500
29,200,"complex","normal",TRUE,"Y~Z:Z",0.15,0.00435155832644415,2.9010388842961,0.0443480467401618,0.0395963775669354,0.892855051744066,0.0445168710831824,0.912,1,500
30,500,"complex","normal",TRUE,"Y~Z:Z",0.15,0.00151742343127093,1.01161562084728,0.0271803330767094,0.0255383754268224,0.939590230728483,0.0271955058606806,0.92,1,500
31,1000,"complex","normal",TRUE,"Y~Z:Z",0.15,0.00048489515252359,0.323263435015727,0.0203648807069582,0.0185894850240699,0.912820717762335,0.020350283358842,0.924,1,500
32,2000,"complex","normal",TRUE,"Y~Z:Z",0.15,0.00018604134311645,0.124027562077633,0.0139013625554388,0.0131772388709241,0.947909877062274,0.0138887003177875,0.948,1,500
45,200,"complex","general",FALSE,"Y~Z:Z",0.15,0.00711231351513253,4.74154234342169,0.0662812562207503,0.0467130395383225,0.704769978751523,0.0665958220903225,0.84,1,500
46,500,"complex","general",FALSE,"Y~Z:Z",0.15,0.00222333212616951,1.48222141744634,0.0383033470236773,0.0292129308509541,0.762673059168851,0.0383295617790378,0.856,1,500
47,1000,"complex","general",FALSE,"Y~Z:Z",0.15,-0.00034427293807926,-0.22951529205284,0.0277834862107839,0.0219065976275655,0.788475480051982,0.0277578238640687,0.86,1,500
48,2000,"complex","general",FALSE,"Y~Z:Z",0.15,0.00131808867284405,0.878725781896036,0.0200453040158196,0.0169632014137839,0.846243160013768,0.0200685809764901,0.898,1,500
61,200,"complex","normal",FALSE,"Y~Z:Z",0.15,0.00453726247108258,3.02484164738838,0.0628147424982186,0.0450862000728567,0.717764624668091,0.0629157153825558,0.838,1,500
62,500,"complex","normal",FALSE,"Y~Z:Z",0.15,0.000290392882433738,0.193595254955825,0.0390837238367871,0.0297171725459046,0.760346497943825,0.0390457004296056,0.848,1,500
63,1000,"complex","normal",FALSE,"Y~Z:Z",0.15,0.0024532634729455,1.63550898196367,0.0266272114264065,0.0219305510245829,0.823614259615417,0.0267134586535991,0.878,1,500
64,2000,"complex","normal",FALSE,"Y~Z:Z",0.15,0.000780315205484328,0.520210136989552,0.0185252151765623,0.0166515137527766,0.898856698509161,0.0185231239795874,0.926,1,500
